;municipio;codEstacao;Dia;PrecD;Acumulado 3 dias
1;ABREU E LIMA;260005401A;1;10,27;15,79
2;ABREU E LIMA;260005401A;2;5,52;
3;ABREU E LIMA;260005401A;3;0;
4;ABREU E LIMA;260005401A;4;0,4;0,8
5;ABREU E LIMA;260005401A;5;0;
6;ALAGOINHA;260060901U;2;0,4;
7;ALAGOINHA;260060901U;6;0,2;5,6
8;ALTINHO;260080701A;1;4,6;
9;ALTINHO;260080701A;2;0,8;
10;ALTINHO;260080701A;3;0;0
11;ALTINHO;260080701A;4;0;
12;ALTINHO;260080701A;5;0;
13;ALTINHO;260080701A;6;0,2;0,2
14;ALTINHO;260080701A;7;0;
15;ALTINHO;260080701A;8;0;
16;ALTINHO;260080701A;9;0;
17;ALTINHO;260080701A;10;0;
18;ALTINHO;260080701A;11;0;
19;ALTINHO;260080701A;12;0;
20;ALTINHO;260080701A;13;0,6;
21;ALTINHO;260080701A;14;0,2;
22;ALTINHO;260080701A;15;0;
23;ALTINHO;260080701A;16;0;
24;ALTINHO;260080701A;17;0;
25;ALTINHO;260080701A;18;4,6;
26;ALTINHO;260080701A;19;10,8;
27;ALTINHO;260080701A;20;3,8;
28;ALTINHO;260080701A;21;0;
29;ALTINHO;260080701A;22;3,6;
30;ALTINHO;260080701A;23;6;
31;ALTINHO;260080701A;24;0,6;
32;ALTINHO;260080701A;25;1,8;
33;ALTINHO;260080701A;26;3,4;
34;ALTINHO;260080701A;27;0,2;
35;ALTINHO;260080701A;28;3,4;
36;ALTINHO;260080701A;29;0,6;
37;ALTINHO;260080701A;30;0,2;
38;ALTINHO;260080701A;31;0;
39;ARCOVERDE;260120101C;7;0;
40;ARCOVERDE;260120101C;8;0;
41;ARCOVERDE;260120101C;9;0;
42;ARCOVERDE;260120101C;10;0;
43;ARCOVERDE;260120101C;11;0;
44;ARCOVERDE;260120101C;12;0;
45;ARCOVERDE;260120101C;13;0;
46;ARCOVERDE;260120101C;14;0;
47;ARCOVERDE;260120101C;15;0;
48;ARCOVERDE;260120101C;16;0;
49;ARCOVERDE;260120101C;17;0;
50;ARCOVERDE;260120101C;18;0;
51;ARCOVERDE;260120101C;19;0;
52;ARCOVERDE;260120101C;20;0,2;
53;ARCOVERDE;260120101C;21;0;
54;ARCOVERDE;260120101C;22;0;
55;ARCOVERDE;260120101C;23;0;
56;ARCOVERDE;260120101C;24;0;
57;ARCOVERDE;260120101C;28;1;
58;ARCOVERDE;260120101C;31;0;
59;BARRA DE GUABIRABA;260130001A;1;8,92;
60;BARRA DE GUABIRABA;260130001A;2;1,62;
61;BARRA DE GUABIRABA;260130001A;3;0,2;
62;BARRA DE GUABIRABA;260130001A;4;0;
63;BARRA DE GUABIRABA;260130001A;5;0;
64;BARRA DE GUABIRABA;260130001A;6;0;
65;BARRA DE GUABIRABA;260130001A;7;0,82;
66;BARRA DE GUABIRABA;260130001A;8;0,2;
67;BARRA DE GUABIRABA;260130001A;9;0;
68;BARRA DE GUABIRABA;260130001A;10;0;
69;BARRA DE GUABIRABA;260130001A;11;0;
70;BARRA DE GUABIRABA;260130001A;12;0;
71;BARRA DE GUABIRABA;260130001A;13;2,21;
72;BARRA DE GUABIRABA;260130001A;14;0;
73;BARRA DE GUABIRABA;260130001A;15;0;
74;BARRA DE GUABIRABA;260130001A;16;0;
75;BARRA DE GUABIRABA;260130001A;17;1,77;
76;BARRA DE GUABIRABA;260130001A;18;12,07;
77;BARRA DE GUABIRABA;260130001A;19;19,33;
78;BARRA DE GUABIRABA;260130001A;20;1,99;
79;BARRA DE GUABIRABA;260130001A;21;0;
80;BARRA DE GUABIRABA;260130001A;22;5,75;
81;BARRA DE GUABIRABA;260130001A;23;9,14;
82;BARRA DE GUABIRABA;260130001A;24;1,77;
83;BARRA DE GUABIRABA;260130001A;25;1,8;
84;BARRA DE GUABIRABA;260130001A;26;6,82;
85;BARRA DE GUABIRABA;260130001A;27;1,61;
86;BARRA DE GUABIRABA;260130001A;28;5,78;
87;BARRA DE GUABIRABA;260130001A;29;5,38;
88;BARRA DE GUABIRABA;260130001A;30;0;
89;BARRA DE GUABIRABA;260130001A;31;0;
90;BARREIROS;260140901A;1;7,12;
91;BARREIROS;260140901A;2;5,92;
92;BARREIROS;260140901A;3;0;
93;BARREIROS;260140901A;4;0;
94;BARREIROS;260140901A;5;0;
95;BARREIROS;260140901A;6;0;
96;BARREIROS;260140901A;7;2,77;
97;BARREIROS;260140901A;8;0;
98;BARREIROS;260140901A;9;0,4;
99;BARREIROS;260140901A;10;0;
100;BARREIROS;260140901A;11;0;
101;BARREIROS;260140901A;12;1,39;
102;BARREIROS;260140901A;13;6,11;
103;BARREIROS;260140901A;14;1,19;
104;BARREIROS;260140901A;15;0;
105;BARREIROS;260140901A;16;4,73;
106;BARREIROS;260140901A;17;1,38;
107;BARREIROS;260140901A;18;14,37;
108;BARREIROS;260140901A;19;21,1;
109;BARREIROS;260140901A;20;1,96;
110;BARREIROS;260140901A;21;2,17;
111;BARREIROS;260140901A;22;4,74;
112;BARREIROS;260140901A;23;6,7;
113;BARREIROS;260140901A;24;2,57;
114;BARREIROS;260140901A;25;2,96;
115;BARREIROS;260140901A;26;37,2;
116;BARREIROS;260140901A;27;10,45;
117;BARREIROS;260140901A;28;14,36;
118;BARREIROS;260140901A;29;6,7;
119;BARREIROS;260140901A;30;0,2;
120;BARREIROS;260140901A;31;0,2;
121;BARREIROS;260140901H;30;0,2;
122;BARREIROS;260140901H;31;0;
123;BARREIROS;260140902A;1;5,4;
124;BARREIROS;260140902A;2;2,4;
125;BARREIROS;260140902A;3;0,2;
126;BARREIROS;260140902A;4;0;
127;BARREIROS;260140902A;5;0;
128;BARREIROS;260140902A;6;2,39;
129;BARREIROS;260140902A;7;4,92;
130;BARREIROS;260140902A;8;0;
131;BARREIROS;260140902A;9;0,2;
132;BARREIROS;260140902A;10;0;
133;BARREIROS;260140902A;11;0;
134;BARREIROS;260140902A;12;1,19;
135;BARREIROS;260140902A;13;5,54;
136;BARREIROS;260140902A;14;1,79;
137;BARREIROS;260140902A;15;0;
138;BARREIROS;260140902A;16;3,55;
139;BARREIROS;260140902A;17;0,99;
140;BARREIROS;260140902A;18;16,83;
141;BARREIROS;260140902A;19;17,95;
142;BARREIROS;260140902A;20;0,8;
143;BARREIROS;260140902A;21;0,42;
144;BARREIROS;260140902A;22;5,55;
145;BARREIROS;260140902A;23;11,26;
146;BARREIROS;260140902A;24;2,56;
147;BARREIROS;260140902A;25;3,8;
148;BARREIROS;260140902A;26;32,69;
149;BARREIROS;260140902A;27;11,25;
150;BARREIROS;260140902A;28;9,83;
151;BARREIROS;260140902A;29;4,76;
152;BARREIROS;260140902A;30;0;
153;BARREIROS;260140902A;31;0,39;
154;BELÉM DE MARIA;260150802A;1;4,77;
155;BELÉM DE MARIA;260150802A;2;1,79;
156;BELÉM DE MARIA;260150802A;3;0;
157;BELÉM DE MARIA;260150802A;4;0;
158;BELÉM DE MARIA;260150802A;5;0;
159;BELÉM DE MARIA;260150802A;6;0;
160;BELÉM DE MARIA;260150802A;7;2,02;
161;BELÉM DE MARIA;260150802A;8;0,59;
162;BELÉM DE MARIA;260150802A;9;0;
163;BELÉM DE MARIA;260150802A;10;0,59;
164;BELÉM DE MARIA;260150802A;11;0;
165;BELÉM DE MARIA;260150802A;12;0;
166;BELÉM DE MARIA;260150802A;13;2,4;
167;BELÉM DE MARIA;260150802A;14;0;
168;BELÉM DE MARIA;260150802A;15;0;
169;BELÉM DE MARIA;260150802A;16;0;
170;BELÉM DE MARIA;260150802A;17;0,2;
171;BELÉM DE MARIA;260150802A;18;21,96;
172;BELÉM DE MARIA;260150802A;19;15,76;
173;BELÉM DE MARIA;260150802A;20;5,56;
174;BELÉM DE MARIA;260150802A;21;0;
175;BELÉM DE MARIA;260150802A;22;3,57;
176;BELÉM DE MARIA;260150802A;23;7,32;
177;BELÉM DE MARIA;260150802A;24;1,19;
178;BELÉM DE MARIA;260150802A;25;3,4;
179;BELÉM DE MARIA;260150802A;26;2,39;
180;BELÉM DE MARIA;260150802A;27;2,78;
181;BELÉM DE MARIA;260150802A;28;10,9;
182;BELÉM DE MARIA;260150802A;29;4,16;
183;BELÉM DE MARIA;260150802A;30;0,79;
184;BELÉM DE MARIA;260150802A;31;0;
185;BEZERROS;260190401A;1;1,19;
186;BEZERROS;260190401A;2;0,6;
187;BEZERROS;260190401A;3;0;
188;BEZERROS;260190401A;4;0;
189;BEZERROS;260190401A;5;0;
190;BEZERROS;260190401A;6;0;
191;BEZERROS;260190401A;7;0;
192;BEZERROS;260190401A;8;0;
193;BEZERROS;260190401A;9;0;
194;BEZERROS;260190401A;10;0;
195;BEZERROS;260190401A;11;0;
196;BEZERROS;260190401A;12;0;
197;BEZERROS;260190401A;13;0;
198;BEZERROS;260190401A;14;0;
199;BEZERROS;260190401A;15;0;
200;BEZERROS;260190401A;16;0;
201;BEZERROS;260190401A;17;0;
202;BEZERROS;260190401A;18;5,33;
203;BEZERROS;260190401A;19;4,02;
204;BEZERROS;260190401A;20;0,4;
205;BEZERROS;260190401A;21;0;
206;BEZERROS;260190401A;22;0,99;
207;BEZERROS;260190401A;23;1,01;
208;BEZERROS;260190401A;24;0,2;
209;BEZERROS;260190401A;25;0;
210;BEZERROS;260190401A;26;0;
211;BEZERROS;260190401A;27;0,2;
212;BEZERROS;260190401A;28;0;
213;BEZERROS;260190401A;29;0,4;
214;BEZERROS;260190401A;30;0;
215;BEZERROS;260190401A;31;0;
216;BODOCÓ;260200101C;7;0;
217;BODOCÓ;260200101C;8;0;
218;BODOCÓ;260200101C;9;0;
219;BODOCÓ;260200101C;10;0;
220;BODOCÓ;260200101C;11;0;
221;BODOCÓ;260200101C;12;0;
222;BODOCÓ;260200101C;13;0;
223;BODOCÓ;260200101C;14;0;
224;BODOCÓ;260200101C;15;0;
225;BODOCÓ;260200101C;16;0;
226;BODOCÓ;260200101C;17;0;
227;BODOCÓ;260200101C;18;0;
228;BODOCÓ;260200101C;19;0;
229;BODOCÓ;260200101C;20;0,2;
230;BODOCÓ;260200101C;21;0;
231;BODOCÓ;260200101C;22;0;
232;BODOCÓ;260200101C;23;0;
233;BODOCÓ;260200101C;24;5,2;
234;BODOCÓ;260200101C;25;1,8;
235;BODOCÓ;260200101C;30;0,6;
236;BODOCÓ;260200101C;31;0;
237;BOM CONSELHO;260210001C;1;3,2;
238;BOM CONSELHO;260210001C;2;1,2;
239;BOM CONSELHO;260210001C;5;0,2;
240;BOM CONSELHO;260210001C;7;1,2;
241;BOM CONSELHO;260210001C;8;1;
242;BOM CONSELHO;260210001C;9;0,2;
243;BOM CONSELHO;260210001C;10;0;
244;BOM CONSELHO;260210001C;11;0,2;
245;BOM CONSELHO;260210001C;12;1,4;
246;BOM CONSELHO;260210001C;13;1,4;
247;BOM CONSELHO;260210001C;14;0,6;
248;BOM CONSELHO;260210001C;15;0;
249;BOM CONSELHO;260210001C;16;0,6;
250;BOM CONSELHO;260210001C;17;0;
251;BOM CONSELHO;260210001C;18;4,4;
252;BOM CONSELHO;260210001C;19;3,8;
253;BOM CONSELHO;260210001C;20;4,4;
254;BOM CONSELHO;260210001C;21;0;
255;BOM CONSELHO;260210001C;22;4,2;
256;BOM CONSELHO;260210001C;23;4,4;
257;BOM CONSELHO;260210001C;24;1,2;
258;BOM CONSELHO;260210001C;25;3,2;
259;BOM CONSELHO;260210001C;26;1,6;
260;BOM CONSELHO;260210001C;27;1,4;
261;BOM CONSELHO;260210001C;28;1,8;
262;BOM CONSELHO;260210001C;29;8;
263;BOM CONSELHO;260210001C;30;2,8;
264;BOM CONSELHO;260210001C;31;0;
265;BREJO DA MADRE DE DEUS;260260501C;2;0,2;
266;BREJO DA MADRE DE DEUS;260260501C;7;0;
267;BREJO DA MADRE DE DEUS;260260501C;8;0;
268;BREJO DA MADRE DE DEUS;260260501C;9;0;
269;BREJO DA MADRE DE DEUS;260260501C;10;0;
270;BREJO DA MADRE DE DEUS;260260501C;11;0;
271;BREJO DA MADRE DE DEUS;260260501C;12;0;
272;BREJO DA MADRE DE DEUS;260260501C;13;0;
273;BREJO DA MADRE DE DEUS;260260501C;14;0;
274;BREJO DA MADRE DE DEUS;260260501C;15;0;
275;BREJO DA MADRE DE DEUS;260260501C;16;0;
276;BREJO DA MADRE DE DEUS;260260501C;17;0;
277;BREJO DA MADRE DE DEUS;260260501C;18;3,6;
278;BREJO DA MADRE DE DEUS;260260501C;19;4,6;
279;BREJO DA MADRE DE DEUS;260260501C;20;0,2;
280;BREJO DA MADRE DE DEUS;260260501C;21;0;
281;BREJO DA MADRE DE DEUS;260260501C;22;2;
282;BREJO DA MADRE DE DEUS;260260501C;23;0,4;
283;BREJO DA MADRE DE DEUS;260260501C;24;0,2;
284;BREJO DA MADRE DE DEUS;260260501C;25;0,4;
285;BREJO DA MADRE DE DEUS;260260501C;26;0,8;
286;BREJO DA MADRE DE DEUS;260260501C;28;0,6;
287;BREJO DA MADRE DE DEUS;260260501C;29;0,8;
288;BREJO DA MADRE DE DEUS;260260501C;31;0;
289;BREJÃO;260240701C;1;8;
290;BREJÃO;260240701C;2;0,4;
291;BREJÃO;260240701C;6;0,4;
292;BREJÃO;260240701C;7;1,4;
293;BREJÃO;260240701C;8;0,4;
294;BREJÃO;260240701C;9;0;
295;BREJÃO;260240701C;10;0,2;
296;BREJÃO;260240701C;11;0;
297;BREJÃO;260240701C;12;7,6;
298;BREJÃO;260240701C;13;3,6;
299;BREJÃO;260240701C;14;0;
300;BREJÃO;260240701C;15;0,2;
301;BREJÃO;260240701C;16;0;
302;BREJÃO;260240701C;17;0;
303;BREJÃO;260240701C;18;13,6;
304;BREJÃO;260240701C;19;14,4;
305;BREJÃO;260240701C;20;6;
306;BREJÃO;260240701C;21;0;
307;BREJÃO;260240701C;22;4,4;
308;BREJÃO;260240701C;23;5,2;
309;BREJÃO;260240701C;24;2,4;
310;BREJÃO;260240701C;25;11,8;
311;BREJÃO;260240701C;26;1,4;
312;BREJÃO;260240701C;27;2;
313;BREJÃO;260240701C;28;8;
314;BREJÃO;260240701C;29;14,8;
315;BREJÃO;260240701C;30;1,4;
316;BREJÃO;260240701C;31;0;
317;CABO DE SANTO AGOSTINHO;260290202A;1;14,7;
318;CABO DE SANTO AGOSTINHO;260290202A;2;5,54;
319;CABO DE SANTO AGOSTINHO;260290202A;3;0,6;
320;CABO DE SANTO AGOSTINHO;260290202A;4;0;
321;CABO DE SANTO AGOSTINHO;260290202A;5;0;
322;CABO DE SANTO AGOSTINHO;260290202A;6;0;
323;CABO DE SANTO AGOSTINHO;260290202A;7;17,16;
324;CABO DE SANTO AGOSTINHO;260290202A;8;0,82;
325;CABO DE SANTO AGOSTINHO;260290202A;9;1,81;
326;CABO DE SANTO AGOSTINHO;260290202A;10;0;
327;CABO DE SANTO AGOSTINHO;260290202A;11;0;
328;CABO DE SANTO AGOSTINHO;260290202A;12;0;
329;CABO DE SANTO AGOSTINHO;260290202A;13;3,39;
330;CABO DE SANTO AGOSTINHO;260290202A;14;0,4;
331;CABO DE SANTO AGOSTINHO;260290202A;15;0;
332;CABO DE SANTO AGOSTINHO;260290202A;16;0;
333;CABO DE SANTO AGOSTINHO;260290202A;17;0;
334;CABO DE SANTO AGOSTINHO;260290202A;18;11,25;
335;CABO DE SANTO AGOSTINHO;260290202A;19;20,09;
336;CABO DE SANTO AGOSTINHO;260290202A;20;0,6;
337;CABO DE SANTO AGOSTINHO;260290202A;21;0;
338;CABO DE SANTO AGOSTINHO;260290202A;22;4,35;
339;CABO DE SANTO AGOSTINHO;260290202A;23;2,97;
340;CABO DE SANTO AGOSTINHO;260290202A;24;2,18;
341;CABO DE SANTO AGOSTINHO;260290202A;25;1,57;
342;CABO DE SANTO AGOSTINHO;260290202A;26;19,55;
343;CABO DE SANTO AGOSTINHO;260290202A;27;5,91;
344;CABO DE SANTO AGOSTINHO;260290202A;28;5,95;
345;CABO DE SANTO AGOSTINHO;260290202A;29;0,4;
346;CABO DE SANTO AGOSTINHO;260290202A;30;0;
347;CABO DE SANTO AGOSTINHO;260290202A;31;0,6;
348;CABO DE SANTO AGOSTINHO;260290203A;1;13,67;
349;CABO DE SANTO AGOSTINHO;260290203A;2;7,69;
350;CABO DE SANTO AGOSTINHO;260290203A;3;0;
351;CABO DE SANTO AGOSTINHO;260290203A;4;0;
352;CABO DE SANTO AGOSTINHO;260290203A;5;0,2;
353;CABO DE SANTO AGOSTINHO;260290203A;6;0;
354;CABO DE SANTO AGOSTINHO;260290203A;7;36,49;
355;CABO DE SANTO AGOSTINHO;260290203A;8;1,38;
356;CABO DE SANTO AGOSTINHO;260290203A;9;0,99;
357;CABO DE SANTO AGOSTINHO;260290203A;10;0;
358;CABO DE SANTO AGOSTINHO;260290203A;11;2,56;
359;CABO DE SANTO AGOSTINHO;260290203A;12;0;
360;CABO DE SANTO AGOSTINHO;260290203A;13;3,18;
361;CABO DE SANTO AGOSTINHO;260290203A;14;0,4;
362;CABO DE SANTO AGOSTINHO;260290203A;15;0;
363;CABO DE SANTO AGOSTINHO;260290203A;16;0;
364;CABO DE SANTO AGOSTINHO;260290203A;17;1,38;
365;CABO DE SANTO AGOSTINHO;260290203A;18;7,88;
366;CABO DE SANTO AGOSTINHO;260290203A;19;20,89;
367;CABO DE SANTO AGOSTINHO;260290203A;20;1,79;
368;CABO DE SANTO AGOSTINHO;260290203A;21;0;
369;CABO DE SANTO AGOSTINHO;260290203A;22;3,6;
370;CABO DE SANTO AGOSTINHO;260290203A;23;4,74;
371;CABO DE SANTO AGOSTINHO;260290203A;24;0,79;
372;CABO DE SANTO AGOSTINHO;260290203A;25;3,57;
373;CABO DE SANTO AGOSTINHO;260290203A;26;43,7;
374;CABO DE SANTO AGOSTINHO;260290203A;27;1,78;
375;CABO DE SANTO AGOSTINHO;260290203A;28;4,92;
376;CABO DE SANTO AGOSTINHO;260290203A;29;0;
377;CABO DE SANTO AGOSTINHO;260290203A;30;0;
378;CABO DE SANTO AGOSTINHO;260290203A;31;0,2;
379;CABO DE SANTO AGOSTINHO;260290204A;1;14,6;
380;CABO DE SANTO AGOSTINHO;260290204A;2;11,23;
381;CABO DE SANTO AGOSTINHO;260290204A;3;0,2;
382;CABO DE SANTO AGOSTINHO;260290204A;4;0;
383;CABO DE SANTO AGOSTINHO;260290204A;5;0;
384;CABO DE SANTO AGOSTINHO;260290204A;6;1,97;
385;CABO DE SANTO AGOSTINHO;260290204A;7;28,53;
386;CABO DE SANTO AGOSTINHO;260290204A;8;0,98;
387;CABO DE SANTO AGOSTINHO;260290204A;9;3,75;
388;CABO DE SANTO AGOSTINHO;260290204A;10;0;
389;CABO DE SANTO AGOSTINHO;260290204A;11;0;
390;CABO DE SANTO AGOSTINHO;260290204A;12;0;
391;CABO DE SANTO AGOSTINHO;260290204A;13;11,22;
392;CABO DE SANTO AGOSTINHO;260290204A;14;5,53;
393;CABO DE SANTO AGOSTINHO;260290204A;15;0;
394;CABO DE SANTO AGOSTINHO;260290204A;16;0;
395;CABO DE SANTO AGOSTINHO;260290204A;17;2,97;
396;CABO DE SANTO AGOSTINHO;260290204A;18;12,21;
397;CABO DE SANTO AGOSTINHO;260290204A;19;18,54;
398;CABO DE SANTO AGOSTINHO;260290204A;20;0,2;
399;CABO DE SANTO AGOSTINHO;260290204A;21;0,2;
400;CABO DE SANTO AGOSTINHO;260290204A;22;2,96;
401;CABO DE SANTO AGOSTINHO;260290204A;23;2,56;
402;CABO DE SANTO AGOSTINHO;260290204A;24;0;
403;CABO DE SANTO AGOSTINHO;260290204A;25;0;
404;CABO DE SANTO AGOSTINHO;260290204A;26;108,86;
405;CABO DE SANTO AGOSTINHO;260290204A;27;3,94;
406;CABO DE SANTO AGOSTINHO;260290204A;28;7,68;
407;CABO DE SANTO AGOSTINHO;260290204A;29;1,77;
408;CABO DE SANTO AGOSTINHO;260290204A;30;0;
409;CABO DE SANTO AGOSTINHO;260290204A;31;0;
410;CABO DE SANTO AGOSTINHO;260290205A;1;10,29;
411;CABO DE SANTO AGOSTINHO;260290205A;2;10,27;
412;CABO DE SANTO AGOSTINHO;260290205A;3;0,2;
413;CABO DE SANTO AGOSTINHO;260290205A;4;0;
414;CABO DE SANTO AGOSTINHO;260290205A;5;0,6;
415;CABO DE SANTO AGOSTINHO;260290205A;6;1,58;
416;CABO DE SANTO AGOSTINHO;260290205A;7;22,28;
417;CABO DE SANTO AGOSTINHO;260290205A;8;1,57;
418;CABO DE SANTO AGOSTINHO;260290205A;9;0;
419;CABO DE SANTO AGOSTINHO;260290205A;10;0;
420;CABO DE SANTO AGOSTINHO;260290205A;11;1,8;
421;CABO DE SANTO AGOSTINHO;260290205A;12;0;
422;CABO DE SANTO AGOSTINHO;260290205A;13;7,51;
423;CABO DE SANTO AGOSTINHO;260290205A;14;3,98;
424;CABO DE SANTO AGOSTINHO;260290205A;15;0;
425;CABO DE SANTO AGOSTINHO;260290205A;16;0,62;
426;CABO DE SANTO AGOSTINHO;260290205A;17;1,02;
427;CABO DE SANTO AGOSTINHO;260290205A;18;7,19;
428;CABO DE SANTO AGOSTINHO;260290205A;19;21,93;
429;CABO DE SANTO AGOSTINHO;260290205A;20;0;
430;CABO DE SANTO AGOSTINHO;260290205A;21;0,4;
431;CABO DE SANTO AGOSTINHO;260290205A;22;2,2;
432;CABO DE SANTO AGOSTINHO;260290205A;23;2,76;
433;CABO DE SANTO AGOSTINHO;260290205A;24;0,59;
434;CABO DE SANTO AGOSTINHO;260290205A;25;2,37;
435;CABO DE SANTO AGOSTINHO;260290205A;26;77,15;
436;CABO DE SANTO AGOSTINHO;260290205A;27;6,57;
437;CABO DE SANTO AGOSTINHO;260290205A;28;2,21;
438;CABO DE SANTO AGOSTINHO;260290205A;29;0;
439;CABO DE SANTO AGOSTINHO;260290205A;30;0;
440;CABO DE SANTO AGOSTINHO;260290205A;31;0,2;
441;CABROBÓ;260300901A;1;0;
442;CABROBÓ;260300901A;2;0;
443;CABROBÓ;260300901A;3;0;
444;CABROBÓ;260300901A;4;0;
445;CABROBÓ;260300901A;5;0;
446;CABROBÓ;260300901A;6;0;
447;CABROBÓ;260300901A;7;0;
448;CABROBÓ;260300901A;8;0;
449;CABROBÓ;260300901A;9;0;
450;CABROBÓ;260300901A;10;0;
451;CABROBÓ;260300901A;11;0;
452;CABROBÓ;260300901A;12;0;
453;CABROBÓ;260300901A;13;0;
454;CABROBÓ;260300901A;14;0;
455;CABROBÓ;260300901A;15;0;
456;CABROBÓ;260300901A;16;0;
457;CABROBÓ;260300901A;17;0;
458;CABROBÓ;260300901A;18;0;
459;CABROBÓ;260300901A;19;0;
460;CABROBÓ;260300901A;20;0;
461;CABROBÓ;260300901A;21;0;
462;CABROBÓ;260300901A;22;0,2;
463;CABROBÓ;260300901A;23;0,6;
464;CABROBÓ;260300901A;24;1,39;
465;CABROBÓ;260300901A;25;1;
466;CABROBÓ;260300901A;26;0;
467;CABROBÓ;260300901A;27;0;
468;CABROBÓ;260300901A;28;0;
469;CABROBÓ;260300901A;29;0;
470;CABROBÓ;260300901A;30;0;
471;CABROBÓ;260300901A;31;0;
472;CACHOEIRINHA;260310801A;1;3,16;
473;CACHOEIRINHA;260310801A;2;0,4;
474;CACHOEIRINHA;260310801A;3;0;
475;CACHOEIRINHA;260310801A;4;0;
476;CACHOEIRINHA;260310801A;5;0;
477;CACHOEIRINHA;260310801A;6;0;
478;CACHOEIRINHA;260310801A;7;0,82;
479;CACHOEIRINHA;260310801A;8;0,2;
480;CACHOEIRINHA;260310801A;15;0;
481;CACHOEIRINHA;260310801A;16;0;
482;CACHOEIRINHA;260310801A;17;0;
483;CACHOEIRINHA;260310801A;18;3,37;
484;CACHOEIRINHA;260310801A;19;10,07;
485;CACHOEIRINHA;260310801A;20;2,62;
486;CACHOEIRINHA;260310801A;21;0;
487;CACHOEIRINHA;260310801A;22;2,96;
488;CACHOEIRINHA;260310801A;23;4,72;
489;CACHOEIRINHA;260310801A;24;0,6;
490;CACHOEIRINHA;260310801A;25;0,59;
491;CACHOEIRINHA;260310801A;26;0,59;
492;CACHOEIRINHA;260310801A;27;0;
493;CACHOEIRINHA;260310801A;28;5,77;
494;CACHOEIRINHA;260310801A;29;0;
495;CACHOEIRINHA;260310801A;30;0;
496;CACHOEIRINHA;260310801A;31;0;
497;CAETÉS;260320701C;18;0;
498;CAETÉS;260320701C;19;0;
499;CAETÉS;260320701C;20;0;
500;CAETÉS;260320701C;21;0;
501;CAETÉS;260320701C;22;1;
502;CAETÉS;260320701C;23;20,4;
503;CAETÉS;260320701C;24;4,6;
504;CAETÉS;260320701C;25;0;
505;CAETÉS;260320701C;26;0;
506;CAETÉS;260320701C;27;0,2;
507;CAETÉS;260320701C;28;0;
508;CAETÉS;260320701C;31;0;
509;CAMARAGIBE;260345401A;1;10,64;
510;CAMARAGIBE;260345401A;2;12,21;
511;CAMARAGIBE;260345401A;3;0,2;
512;CAMARAGIBE;260345401A;4;0;
513;CAMARAGIBE;260345401A;5;0;
514;CAMARAGIBE;260345401A;6;0,99;
515;CAMARAGIBE;260345401A;7;13,77;
516;CAMARAGIBE;260345401A;8;0,2;
517;CAMARAGIBE;260345401A;9;0,79;
518;CAMARAGIBE;260345401A;10;0;
519;CAMARAGIBE;260345401A;11;0;
520;CAMARAGIBE;260345401A;12;0;
521;CAMARAGIBE;260345401A;13;1,78;
522;CAMARAGIBE;260345401A;14;1,79;
523;CAMARAGIBE;260345401A;15;0;
524;CAMARAGIBE;260345401A;16;0;
525;CAMARAGIBE;260345401A;17;1,19;
526;CAMARAGIBE;260345401A;18;6,93;
527;CAMARAGIBE;260345401A;19;24,04;
528;CAMARAGIBE;260345401A;20;0,99;
529;CAMARAGIBE;260345401A;21;0;
530;CAMARAGIBE;260345401A;22;4,53;
531;CAMARAGIBE;260345401A;23;7,52;
532;CAMARAGIBE;260345401A;24;1,39;
533;CAMARAGIBE;260345401A;25;3,96;
534;CAMARAGIBE;260345401A;26;18,91;
535;CAMARAGIBE;260345401A;27;4,15;
536;CAMARAGIBE;260345401A;28;3,76;
537;CAMARAGIBE;260345401A;29;0;
538;CAMARAGIBE;260345401A;30;0;
539;CAMARAGIBE;260345401A;31;0;
540;CAMARAGIBE;260345402A;1;12,67;
541;CAMARAGIBE;260345402A;2;11,25;
542;CAMARAGIBE;260345402A;3;0,4;
543;CAMARAGIBE;260345402A;4;0;
544;CAMARAGIBE;260345402A;5;0;
545;CAMARAGIBE;260345402A;6;1,97;
546;CAMARAGIBE;260345402A;7;16,77;
547;CAMARAGIBE;260345402A;8;0;
548;CAMARAGIBE;260345402A;9;1,19;
549;CAMARAGIBE;260345402A;10;0,4;
550;CAMARAGIBE;260345402A;11;0;
551;CAMARAGIBE;260345402A;12;0;
552;CAMARAGIBE;260345402A;13;1,39;
553;CAMARAGIBE;260345402A;14;1,39;
554;CAMARAGIBE;260345402A;15;0;
555;CAMARAGIBE;260345402A;16;0;
556;CAMARAGIBE;260345402A;17;1,38;
557;CAMARAGIBE;260345402A;18;5,92;
558;CAMARAGIBE;260345402A;19;24,42;
559;CAMARAGIBE;260345402A;20;0,59;
560;CAMARAGIBE;260345402A;21;0;
561;CAMARAGIBE;260345402A;22;3,75;
562;CAMARAGIBE;260345402A;23;7,32;
563;CAMARAGIBE;260345402A;24;0,79;
564;CAMARAGIBE;260345402A;25;2,38;
565;CAMARAGIBE;260345402A;26;19,33;
566;CAMARAGIBE;260345402A;27;4,95;
567;CAMARAGIBE;260345402A;28;3,21;
568;CAMARAGIBE;260345402A;29;0,2;
569;CAMARAGIBE;260345402A;30;0;
570;CAMARAGIBE;260345402A;31;0;
571;CAMARAGIBE;260345403A;1;9,71;
