;municipio;codEstacao;Dia;PrecD;Acumulado 3 dias
572;CAMARAGIBE;260345403A;2;12,23;
573;CAMARAGIBE;260345403A;3;0,42;
574;CAMARAGIBE;260345403A;4;0;
575;CAMARAGIBE;260345403A;5;0;
576;CAMARAGIBE;260345403A;6;0,4;
577;CAMARAGIBE;260345403A;7;7,92;
578;CAMARAGIBE;260345403A;8;0;
579;CAMARAGIBE;260345403A;9;1,22;
580;CAMARAGIBE;260345403A;10;0;
581;CAMARAGIBE;260345403A;11;0;
582;CAMARAGIBE;260345403A;12;0;
583;CAMARAGIBE;260345403A;13;0,99;
584;CAMARAGIBE;260345403A;14;1,41;
585;CAMARAGIBE;260345403A;15;0;
586;CAMARAGIBE;260345403A;16;0;
587;CAMARAGIBE;260345403A;17;3,17;
588;CAMARAGIBE;260345403A;18;9,35;
589;CAMARAGIBE;260345403A;19;24,51;
590;CAMARAGIBE;260345403A;20;0,4;
591;CAMARAGIBE;260345403A;21;0;
592;CAMARAGIBE;260345403A;22;8,32;
593;CAMARAGIBE;260345403A;23;7,92;
594;CAMARAGIBE;260345403A;24;1,01;
595;CAMARAGIBE;260345403A;25;0,4;
596;CAMARAGIBE;260345403A;26;21,11;
597;CAMARAGIBE;260345403A;27;7,17;
598;CAMARAGIBE;260345403A;28;3,03;
599;CAMARAGIBE;260345403A;29;0,99;
600;CAMARAGIBE;260345403A;30;0;
601;CAMARAGIBE;260345403A;31;0;
602;CAMARAGIBE;260345404A;1;12,41;
603;CAMARAGIBE;260345404A;2;10,67;
604;CAMARAGIBE;260345404A;3;0,79;
605;CAMARAGIBE;260345404A;4;0;
606;CAMARAGIBE;260345404A;5;0;
607;CAMARAGIBE;260345404A;6;0,2;
608;CAMARAGIBE;260345404A;7;3,93;
609;CAMARAGIBE;260345404A;8;0;
610;CAMARAGIBE;260345404A;9;0,42;
611;CAMARAGIBE;260345404A;10;0;
612;CAMARAGIBE;260345404A;11;0;
613;CAMARAGIBE;260345404A;12;0;
614;CAMARAGIBE;260345404A;13;0,42;
615;CAMARAGIBE;260345404A;14;1,19;
616;CAMARAGIBE;260345404A;15;0;
617;CAMARAGIBE;260345404A;16;0;
618;CAMARAGIBE;260345404A;17;2,98;
619;CAMARAGIBE;260345404A;18;7,7;
620;CAMARAGIBE;260345404A;19;25,86;
621;CAMARAGIBE;260345404A;20;0,4;
622;CAMARAGIBE;260345404A;21;0,2;
623;CAMARAGIBE;260345404A;22;4,35;
624;CAMARAGIBE;260345404A;23;11,3;
625;CAMARAGIBE;260345404A;24;2,56;
626;CAMARAGIBE;260345404A;25;3,35;
627;CAMARAGIBE;260345404A;26;18,51;
628;CAMARAGIBE;260345404A;27;8,32;
629;CAMARAGIBE;260345404A;28;3,37;
630;CAMARAGIBE;260345404A;29;11,02;
631;CAMARAGIBE;260345404A;30;0;
632;CAMARAGIBE;260345404A;31;0;
633;CAMARAGIBE;260345405A;1;13,65;
634;CAMARAGIBE;260345405A;2;10,08;
635;CAMARAGIBE;260345405A;3;0,4;
636;CAMARAGIBE;260345405A;4;0;
637;CAMARAGIBE;260345405A;5;0;
638;CAMARAGIBE;260345405A;6;0,2;
639;CAMARAGIBE;260345405A;7;3,74;
640;CAMARAGIBE;260345405A;8;0;
641;CAMARAGIBE;260345405A;9;0,62;
642;CAMARAGIBE;260345405A;10;0;
643;CAMARAGIBE;260345405A;11;0;
644;CAMARAGIBE;260345405A;12;0;
645;CAMARAGIBE;260345405A;13;0,6;
646;CAMARAGIBE;260345405A;14;0,79;
647;CAMARAGIBE;260345405A;15;0;
648;CAMARAGIBE;260345405A;16;0;
649;CAMARAGIBE;260345405A;17;2,37;
650;CAMARAGIBE;260345405A;18;7,73;
651;CAMARAGIBE;260345405A;19;24,24;
652;CAMARAGIBE;260345405A;20;1,58;
653;CAMARAGIBE;260345405A;21;0,4;
654;CAMARAGIBE;260345405A;22;4,72;
655;CAMARAGIBE;260345405A;23;13,6;
656;CAMARAGIBE;260345405A;24;2,36;
657;CAMARAGIBE;260345405A;25;3,77;
658;CAMARAGIBE;260345405A;26;19,66;
659;CAMARAGIBE;260345405A;27;7,52;
660;CAMARAGIBE;260345405A;28;2,64;
661;CAMARAGIBE;260345405A;29;10,43;
662;CAMARAGIBE;260345405A;30;0;
663;CAMARAGIBE;260345405A;31;0;
664;CAMARAGIBE;260345406A;1;9,29;
665;CAMARAGIBE;260345406A;2;8,69;
666;CAMARAGIBE;260345406A;3;1,01;
667;CAMARAGIBE;260345406A;4;0,2;
668;CAMARAGIBE;260345406A;5;0;
669;CAMARAGIBE;260345406A;6;2,17;
670;CAMARAGIBE;260345406A;7;7,48;
671;CAMARAGIBE;260345406A;8;0;
672;CAMARAGIBE;260345406A;9;0,2;
673;CAMARAGIBE;260345406A;10;0;
674;CAMARAGIBE;260345406A;11;0,2;
675;CAMARAGIBE;260345406A;12;0;
676;CAMARAGIBE;260345406A;13;0,82;
677;CAMARAGIBE;260345406A;14;1;
678;CAMARAGIBE;260345406A;15;0;
679;CAMARAGIBE;260345406A;16;0;
680;CAMARAGIBE;260345406A;17;2,77;
681;CAMARAGIBE;260345406A;18;7,72;
682;CAMARAGIBE;260345406A;19;18,36;
683;CAMARAGIBE;260345406A;20;2,62;
684;CAMARAGIBE;260345406A;21;0,2;
685;CAMARAGIBE;260345406A;22;7,52;
686;CAMARAGIBE;260345406A;23;13,98;
687;CAMARAGIBE;260345406A;24;1,38;
688;CAMARAGIBE;260345406A;25;3,38;
689;CAMARAGIBE;260345406A;26;17,58;
690;CAMARAGIBE;260345406A;27;4,38;
691;CAMARAGIBE;260345406A;28;1,02;
692;CAMARAGIBE;260345406A;29;1,38;
693;CAMARAGIBE;260345406A;30;0;
694;CAMARAGIBE;260345406A;31;0;
695;CARUARU;260410601A;1;1,78;
696;CARUARU;260410601A;2;2,56;
697;CARUARU;260410601A;3;0;
698;CARUARU;260410601A;4;0;
699;CARUARU;260410601A;5;0;
700;CARUARU;260410601A;6;0;
701;CARUARU;260410601A;7;0,59;
702;CARUARU;260410601A;8;0;
703;CARUARU;260410601A;9;0;
704;CARUARU;260410601A;10;0;
705;CARUARU;260410601A;11;0;
706;CARUARU;260410601A;12;0;
707;CARUARU;260410601A;13;0,6;
708;CARUARU;260410601A;14;0;
709;CARUARU;260410601A;15;0;
710;CARUARU;260410601A;16;0;
711;CARUARU;260410601A;17;0;
712;CARUARU;260410601A;18;10,46;
713;CARUARU;260410601A;19;5,8;
714;CARUARU;260410601A;20;1,18;
715;CARUARU;260410601A;21;0;
716;CARUARU;260410601A;22;3,17;
717;CARUARU;260410601A;23;2,4;
718;CARUARU;260410601A;24;0,4;
719;CARUARU;260410601A;25;0,82;
720;CARUARU;260410601A;26;1,02;
721;CARUARU;260410601A;27;0,2;
722;CARUARU;260410601A;28;0,99;
723;CARUARU;260410601A;29;0,2;
724;CARUARU;260410601A;30;0;
725;CARUARU;260410601A;31;0;
726;CARUARU;260410602A;1;6,12;
727;CARUARU;260410602A;2;1;
728;CARUARU;260410602A;3;0;
729;CARUARU;260410602A;4;0;
730;CARUARU;260410602A;5;0;
731;CARUARU;260410602A;6;0;
732;CARUARU;260410602A;7;0,2;
733;CARUARU;260410602A;8;0,2;
734;CARUARU;260410602A;9;0;
735;CARUARU;260410602A;10;0;
736;CARUARU;260410602A;11;0;
737;CARUARU;260410602A;12;0;
738;CARUARU;260410602A;13;0;
739;CARUARU;260410602A;14;0;
740;CARUARU;260410602A;15;0;
741;CARUARU;260410602A;16;0;
742;CARUARU;260410602A;17;0;
743;CARUARU;260410602A;18;8,28;
744;CARUARU;260410602A;19;2,41;
745;CARUARU;260410602A;20;0,8;
746;CARUARU;260410602A;21;0;
747;CARUARU;260410602A;22;1,59;
748;CARUARU;260410602A;23;2,59;
749;CARUARU;260410602A;24;0;
750;CARUARU;260410602A;25;0;
751;CARUARU;260410602A;26;0,2;
752;CARUARU;260410602A;27;0,2;
753;CARUARU;260410602A;28;2,01;
754;CARUARU;260410602A;29;0,4;
755;CARUARU;260410602A;30;0;
756;CARUARU;260410602A;31;0;
757;CARUARU;260410603A;1;0;
758;CARUARU;260410603A;2;0,2;
759;CARUARU;260410603A;3;0;
760;CARUARU;260410603A;4;0;
761;CARUARU;260410603A;5;0;
762;CARUARU;260410603A;6;0;
763;CARUARU;260410603A;7;1,19;
764;CARUARU;260410603A;8;0,2;
765;CARUARU;260410603A;9;0;
766;CARUARU;260410603A;10;0;
767;CARUARU;260410603A;11;0;
768;CARUARU;260410603A;12;0;
769;CARUARU;260410603A;13;0;
770;CARUARU;260410603A;14;0;
771;CARUARU;260410603A;15;0;
772;CARUARU;260410603A;16;0;
773;CARUARU;260410603A;17;0;
774;CARUARU;260410603A;18;5,51;
775;CARUARU;260410603A;19;2,43;
776;CARUARU;260410603A;20;0,4;
777;CARUARU;260410603A;21;0;
778;CARUARU;260410603A;22;4,54;
779;CARUARU;260410603A;23;3,59;
780;CARUARU;260410603A;24;0;
781;CARUARU;260410603A;25;0;
782;CARUARU;260410603A;26;0;
783;CARUARU;260410603A;27;0,6;
784;CARUARU;260410603A;28;0,2;
785;CARUARU;260410603A;29;0,6;
786;CARUARU;260410603A;30;0;
787;CARUARU;260410603A;31;0;
788;CARUARU;260410604A;1;0,4;
789;CARUARU;260410604A;2;0,4;
790;CARUARU;260410604A;3;0;
791;CARUARU;260410604A;4;0;
792;CARUARU;260410604A;5;0;
793;CARUARU;260410604A;6;0;
794;CARUARU;260410604A;7;0;
795;CARUARU;260410604A;8;0;
796;CARUARU;260410604A;9;0;
797;CARUARU;260410604A;10;0;
798;CARUARU;260410604A;11;0;
799;CARUARU;260410604A;12;0;
800;CARUARU;260410604A;13;0,4;
801;CARUARU;260410604A;14;0,2;
802;CARUARU;260410604A;15;0;
803;CARUARU;260410604A;16;0;
804;CARUARU;260410604A;17;0;
805;CARUARU;260410604A;18;6,58;
806;CARUARU;260410604A;19;5,15;
807;CARUARU;260410604A;20;1,2;
808;CARUARU;260410604A;21;0;
809;CARUARU;260410604A;22;2,58;
810;CARUARU;260410604A;23;3,18;
811;CARUARU;260410604A;24;0,2;
812;CARUARU;260410604A;25;0,4;
813;CARUARU;260410604A;26;1,2;
814;CARUARU;260410604A;27;0,42;
815;CARUARU;260410604A;28;1;
816;CARUARU;260410604A;29;0,4;
817;CARUARU;260410604A;30;0;
818;CARUARU;260410604A;31;0;
819;CARUARU;260410605A;1;2,58;
820;CARUARU;260410605A;2;0,42;
821;CARUARU;260410605A;3;0;
822;CARUARU;260410605A;4;0;
823;CARUARU;260410605A;5;0;
824;CARUARU;260410605A;6;0;
825;CARUARU;260410605A;7;0,79;
826;CARUARU;260410605A;8;0,4;
827;CARUARU;260410605A;9;0;
828;CARUARU;260410605A;10;0;
829;CARUARU;260410605A;11;0;
830;CARUARU;260410605A;12;0;
831;CARUARU;260410605A;13;0,2;
832;CARUARU;260410605A;14;0;
833;CARUARU;260410605A;15;0;
834;CARUARU;260410605A;16;0,2;
835;CARUARU;260410605A;17;0;
836;CARUARU;260410605A;18;10,68;
837;CARUARU;260410605A;19;7,53;
838;CARUARU;260410605A;20;0,4;
839;CARUARU;260410605A;21;0;
840;CARUARU;260410605A;22;0,99;
841;CARUARU;260410605A;23;3,75;
842;CARUARU;260410605A;24;0;
843;CARUARU;260410605A;25;0;
844;CARUARU;260410605A;26;2,18;
845;CARUARU;260410605A;27;0,8;
846;CARUARU;260410605A;28;0,6;
847;CARUARU;260410605A;29;0,79;
848;CARUARU;260410605A;30;0;
849;CARUARU;260410605A;31;0;
850;CARUARU;260410606A;1;2,18;
851;CARUARU;260410606A;2;2,02;
852;CARUARU;260410606A;3;0;
853;CARUARU;260410606A;4;0;
854;CARUARU;260410606A;5;0;
855;CARUARU;260410606A;6;0;
856;CARUARU;260410606A;7;0,99;
857;CARUARU;260410606A;8;0,4;
858;CARUARU;260410606A;9;0;
859;CARUARU;260410606A;10;0;
860;CARUARU;260410606A;11;0;
861;CARUARU;260410606A;12;0;
862;CARUARU;260410606A;13;1,79;
863;CARUARU;260410606A;14;1,38;
864;CARUARU;260410606A;15;0;
865;CARUARU;260410606A;16;0,2;
866;CARUARU;260410606A;17;0;
867;CARUARU;260410606A;18;22,82;
868;CARUARU;260410606A;19;27,6;
869;CARUARU;260410606A;20;5,53;
870;CARUARU;260410606A;21;0;
871;CARUARU;260410606A;22;3,59;
872;CARUARU;260410606A;23;4,95;
873;CARUARU;260410606A;24;1,21;
874;CARUARU;260410606A;25;3,75;
875;CARUARU;260410606A;26;7,19;
876;CARUARU;260410606A;27;0,4;
877;CARUARU;260410606A;28;9,44;
878;CARUARU;260410606A;29;1,62;
879;CARUARU;260410606A;30;0;
880;CARUARU;260410606A;31;0;
881;CARUARU;260410607A;1;0,6;
882;CARUARU;260410607A;2;1;
883;CARUARU;260410607A;3;0;
884;CARUARU;260410607A;4;0;
885;CARUARU;260410607A;5;0;
886;CARUARU;260410607A;6;0;
887;CARUARU;260410607A;7;0,4;
888;CARUARU;260410607A;8;0;
889;CARUARU;260410607A;9;0;
890;CARUARU;260410607A;10;0;
891;CARUARU;260410607A;11;0;
892;CARUARU;260410607A;12;0;
893;CARUARU;260410607A;13;0,4;
894;CARUARU;260410607A;14;0;
895;CARUARU;260410607A;15;0;
896;CARUARU;260410607A;16;0;
897;CARUARU;260410607A;17;0;
898;CARUARU;260410607A;18;7,2;
899;CARUARU;260410607A;19;6,2;
900;CARUARU;260410607A;20;1;
901;CARUARU;260410607A;21;0;
902;CARUARU;260410607A;22;1,4;
903;CARUARU;260410607A;23;3,8;
904;CARUARU;260410607A;24;2,4;
905;CARUARU;260410607A;25;1,2;
906;CARUARU;260410607A;26;3,4;
907;CARUARU;260410607A;27;0,2;
908;CARUARU;260410607A;28;0,6;
909;CARUARU;260410607A;29;0,2;
910;CARUARU;260410607A;30;0;
911;CARUARU;260410607A;31;0;
912;CATENDE;260420501A;1;7,99;
913;CATENDE;260420501A;2;1,19;
914;CATENDE;260420501A;3;0;
915;CATENDE;260420501A;4;0;
916;CATENDE;260420501A;5;0;
917;CATENDE;260420501A;6;0;
918;CATENDE;260420501A;7;1,79;
919;CATENDE;260420501A;8;1,41;
920;CATENDE;260420501A;9;0;
921;CATENDE;260420501A;10;0;
922;CATENDE;260420501A;11;0;
923;CATENDE;260420501A;12;0;
924;CATENDE;260420501A;13;0,6;
925;CATENDE;260420501A;14;0;
926;CATENDE;260420501A;15;0;
927;CATENDE;260420501A;16;4,16;
928;CATENDE;260420501A;17;1,58;
929;CATENDE;260420501A;18;15,83;
930;CATENDE;260420501A;19;23,9;
931;CATENDE;260420501A;20;5,56;
932;CATENDE;260420501A;21;0;
933;CATENDE;260420501A;22;6,93;
934;CATENDE;260420501A;23;6,13;
935;CATENDE;260420501A;24;0,42;
936;CATENDE;260420501A;25;2,56;
937;CATENDE;260420501A;26;5,53;
938;CATENDE;260420501A;27;0,42;
939;CATENDE;260420501A;28;11,47;
940;CATENDE;260420501A;29;4,16;
941;CATENDE;260420501A;30;0,4;
942;CATENDE;260420501A;31;0,6;
943;CATENDE;260420502A;1;7,36;
944;CATENDE;260420502A;2;1,22;
945;CATENDE;260420502A;3;0;
946;CATENDE;260420502A;4;0;
947;CATENDE;260420502A;5;0;
948;CATENDE;260420502A;6;0;
949;CATENDE;260420502A;7;2,17;
950;CATENDE;260420502A;8;0,98;
951;CATENDE;260420502A;9;0;
952;CATENDE;260420502A;10;0;
953;CATENDE;260420502A;11;0;
954;CATENDE;260420502A;12;0;
955;CATENDE;260420502A;13;0,81;
956;CATENDE;260420502A;14;0;
957;CATENDE;260420502A;15;0;
958;CATENDE;260420502A;16;2,95;
959;CATENDE;260420502A;17;0,6;
960;CATENDE;260420502A;18;13,86;
961;CATENDE;260420502A;19;25,7;
962;CATENDE;260420502A;20;7,95;
963;CATENDE;260420502A;21;0;
964;CATENDE;260420502A;22;5,92;
965;CATENDE;260420502A;23;6,9;
966;CATENDE;260420502A;24;0,4;
967;CATENDE;260420502A;25;3,95;
968;CATENDE;260420502A;26;5,75;
969;CATENDE;260420502A;27;0,4;
970;CATENDE;260420502A;28;13,01;
971;CATENDE;260420502A;29;2,39;
972;CATENDE;260420502A;30;0,4;
973;CATENDE;260420502A;31;0;
974;CATENDE;260420503A;1;5;
975;CATENDE;260420503A;2;1,2;
976;CATENDE;260420503A;3;0;
977;CATENDE;260420503A;4;0;
978;CATENDE;260420503A;5;0;
979;CATENDE;260420503A;6;0;
980;CATENDE;260420503A;7;3,94;
981;CATENDE;260420503A;8;0,6;
982;CATENDE;260420503A;9;0;
983;CATENDE;260420503A;10;0;
984;CATENDE;260420503A;11;0;
985;CATENDE;260420503A;12;0;
986;CATENDE;260420503A;13;1,61;
987;CATENDE;260420503A;14;0,2;
988;CATENDE;260420503A;15;0;
989;CATENDE;260420503A;16;0,8;
990;CATENDE;260420503A;17;1,02;
991;CATENDE;260420503A;18;34,92;
992;CATENDE;260420503A;19;18,55;
993;CATENDE;260420503A;20;6,78;
994;CATENDE;260420503A;21;0;
995;CATENDE;260420503A;22;9,64;
996;CATENDE;260420503A;23;9,91;
997;CATENDE;260420503A;24;0,4;
998;CATENDE;260420503A;25;5,32;
999;CATENDE;260420503A;26;6,71;
1000;CATENDE;260420503A;27;1,19;
1001;CATENDE;260420503A;28;19,1;
1002;CATENDE;260420503A;29;2,97;
1003;CATENDE;260420503A;30;0,79;
1004;CATENDE;260420503A;31;0,78;
1005;CEDRO;260430401C;7;0;
1006;CEDRO;260430401C;8;0;
1007;CEDRO;260430401C;9;0;
1008;CEDRO;260430401C;10;0;
1009;CEDRO;260430401C;11;0;
1010;CEDRO;260430401C;12;0;
1011;CEDRO;260430401C;13;0;
1012;CEDRO;260430401C;14;0;
1013;CEDRO;260430401C;15;0;
1014;CEDRO;260430401C;16;0;
1015;CEDRO;260430401C;17;0;
1016;CEDRO;260430401C;18;0;
1017;CEDRO;260430401C;19;0;
1018;CEDRO;260430401C;20;0;
1019;CEDRO;260430401C;21;0;
1020;CEDRO;260430401C;22;0;
1021;CEDRO;260430401C;23;0;
1022;CEDRO;260430401C;24;0;
1023;CHÃ GRANDE;260450201A;1;4,6;
1024;CHÃ GRANDE;260450201A;2;1;
1025;CHÃ GRANDE;260450201A;3;0;
1026;CHÃ GRANDE;260450201A;4;0;
1027;CHÃ GRANDE;260450201A;5;0;
1028;CHÃ GRANDE;260450201A;6;0;
1029;CHÃ GRANDE;260450201A;7;3,6;
1030;CHÃ GRANDE;260450201A;8;0;
1031;CHÃ GRANDE;260450201A;9;1,4;
1032;CHÃ GRANDE;260450201A;10;0;
1033;CHÃ GRANDE;260450201A;11;0;
1034;CHÃ GRANDE;260450201A;12;0;
1035;CHÃ GRANDE;260450201A;13;2,6;
1036;CHÃ GRANDE;260450201A;14;1;
1037;CHÃ GRANDE;260450201A;15;0;
1038;CHÃ GRANDE;260450201A;16;0,6;
1039;CHÃ GRANDE;260450201A;17;0,4;
1040;CHÃ GRANDE;260450201A;18;2,6;
1041;CHÃ GRANDE;260450201A;19;12,8;
1042;CHÃ GRANDE;260450201A;20;1;
1043;CHÃ GRANDE;260450201A;21;0;
1044;CHÃ GRANDE;260450201A;22;6,2;
1045;CHÃ GRANDE;260450201A;23;6;
1046;CHÃ GRANDE;260450201A;24;0,2;
1047;CHÃ GRANDE;260450201A;25;4,2;
1048;CHÃ GRANDE;260450201A;26;5,4;
1049;CHÃ GRANDE;260450201A;27;5,4;
1050;CHÃ GRANDE;260450201A;28;13,8;
1051;CHÃ GRANDE;260450201A;29;2,8;
1052;CHÃ GRANDE;260450201A;30;0;
1053;CHÃ GRANDE;260450201A;31;0;
1054;CORRENTES;260470001A;1;3,55;
1055;CORRENTES;260470001A;2;1,79;
1056;CORRENTES;260470001A;3;0;
1057;CORRENTES;260470001A;4;0;
1058;CORRENTES;260470001A;5;0;
1059;CORRENTES;260470001A;6;0,2;
1060;CORRENTES;260470001A;7;0,4;
1061;CORRENTES;260470001A;8;0,4;
1062;CORRENTES;260470001A;9;0;
1063;CORRENTES;260470001A;10;0;
1064;CORRENTES;260470001A;11;0;
1065;CORRENTES;260470001A;12;0,8;
1066;CORRENTES;260470001A;13;3,42;
1067;CORRENTES;260470001A;14;0,2;
1068;CORRENTES;260470001A;15;0;
1069;CORRENTES;260470001A;16;0;
1070;CORRENTES;260470001A;17;0;
1071;CORRENTES;260470001A;18;16,59;
1072;CORRENTES;260470001A;19;20,62;
1073;CORRENTES;260470001A;20;12,04;
1074;CORRENTES;260470001A;21;0,2;
1075;CORRENTES;260470001A;22;4,57;
1076;CORRENTES;260470001A;23;7,51;
1077;CORRENTES;260470001A;24;6,71;
1078;CORRENTES;260470001A;25;21,54;
1079;CORRENTES;260470001A;26;3,98;
1080;CORRENTES;260470001A;27;0,6;
1081;CORRENTES;260470001A;28;4,78;
1082;CORRENTES;260470001A;29;0,6;
1083;CORRENTES;260470001A;30;2,02;
1084;CORRENTES;260470001A;31;0;
1085;CORRENTES;260470001C;1;1;
1086;CORRENTES;260470001C;2;0,4;
1087;CORRENTES;260470001C;6;0,8;
1088;CORRENTES;260470001C;7;0;
1089;CORRENTES;260470001C;8;0;
1090;CORRENTES;260470001C;9;0;
1091;CORRENTES;260470001C;10;0;
1092;CORRENTES;260470001C;11;0;
1093;CORRENTES;260470001C;12;2,6;
1094;CORRENTES;260470001C;13;1;
1095;CORRENTES;260470001C;14;0;
1096;CORRENTES;260470001C;15;0;
1097;CORRENTES;260470001C;16;0;
1098;CORRENTES;260470001C;17;0,2;
1099;CORRENTES;260470001C;18;2,8;
1100;CORRENTES;260470001C;19;2,2;
1101;CORRENTES;260470001C;20;1,8;
1102;CORRENTES;260470001C;21;0;
1103;CORRENTES;260470001C;22;0,6;
1104;CORRENTES;260470001C;23;0;
1105;CORTÊS;260480901A;1;7,92;
1106;CORTÊS;260480901A;2;4,54;
1107;CORTÊS;260480901A;3;0;
1108;CORTÊS;260480901A;4;0;
1109;CORTÊS;260480901A;5;0;
1110;CORTÊS;260480901A;6;0,2;
1111;CORTÊS;260480901A;7;1,19;
1112;CORTÊS;260480901A;8;0,2;
1113;CORTÊS;260480901A;9;0,4;
1114;CORTÊS;260480901A;10;0,2;
1115;CORTÊS;260480901A;11;0;
1116;CORTÊS;260480901A;12;0;
1117;CORTÊS;260480901A;13;1,99;
1118;CORTÊS;260480901A;14;0,2;
1119;CORTÊS;260480901A;15;0;
1120;CORTÊS;260480901A;16;0;
1121;CORTÊS;260480901A;17;0,2;
1122;CORTÊS;260480901A;18;15,4;
1123;CORTÊS;260480901A;19;24,83;
1124;CORTÊS;260480901A;20;1,39;
1125;CORTÊS;260480901A;21;0;
1126;CORTÊS;260480901A;22;7,71;
1127;CORTÊS;260480901A;23;4,52;
1128;CORTÊS;260480901A;24;0,6;
1129;CORTÊS;260480901A;25;1,39;
1130;CORTÊS;260480901A;26;15,98;
1131;CORTÊS;260480901A;27;1,19;
1132;CORTÊS;260480901A;28;10,28;
1133;CORTÊS;260480901A;29;3,56;
1134;CORTÊS;260480901A;30;0,2;
1135;CORTÊS;260480901A;31;0;
1136;DORMENTES;260515201C;7;0;
1137;DORMENTES;260515201C;8;0;
1138;DORMENTES;260515201C;9;0;
1139;DORMENTES;260515201C;10;0;
1140;DORMENTES;260515201C;11;0;
1141;DORMENTES;260515201C;12;0;
1142;DORMENTES;260515201C;13;0;
1143;DORMENTES;260515201C;14;0;
1144;DORMENTES;260515201C;15;0;
1145;DORMENTES;260515201C;16;0;
1146;DORMENTES;260515201C;17;0;
1147;DORMENTES;260515201C;18;0;
1148;DORMENTES;260515201C;19;0;
1149;DORMENTES;260515201C;20;0;
1150;DORMENTES;260515201C;21;0;
1151;DORMENTES;260515201C;22;0;
1152;DORMENTES;260515201C;23;0;
1153;DORMENTES;260515201C;24;0,8;
1154;DORMENTES;260515201C;25;2,6;
1155;DORMENTES;260515201C;31;0;
1156;ESCADA;260520201A;1;8,69;
1157;ESCADA;260520201A;2;1;
1158;ESCADA;260520201A;3;0;
1159;ESCADA;260520201A;4;0;
1160;ESCADA;260520201A;5;0,59;
1161;ESCADA;260520201A;6;0;
1162;ESCADA;260520201A;7;1,78;
1163;ESCADA;260520201A;8;0,2;
1164;ESCADA;260520201A;9;1,79;
1165;ESCADA;260520201A;10;0,4;
1166;ESCADA;260520201A;11;0;
1167;ESCADA;260520201A;12;0;
1168;ESCADA;260520201A;13;0,99;
1169;ESCADA;260520201A;14;0,2;
1170;ESCADA;260520201A;15;0;
1171;ESCADA;260520201A;16;0,8;
1172;ESCADA;260520201A;17;0,99;
1173;ESCADA;260520201A;18;1,78;
1174;ESCADA;260520201A;19;22,46;
1175;ESCADA;260520201A;20;0,4;
1176;ESCADA;260520201A;21;0;
1177;ESCADA;260520201A;22;5,33;
1178;ESCADA;260520201A;23;6,3;
1179;ESCADA;260520201A;24;1,38;
1180;ESCADA;260520201A;25;3,75;
1181;ESCADA;260520201A;26;13,62;
1182;ESCADA;260520201A;27;6,51;
1183;ESCADA;260520201A;28;8,11;
1184;ESCADA;260520201A;29;0,6;
1185;ESCADA;260520201A;30;0;
1186;ESCADA;260520201A;31;0,2;
1187;ESCADA;260520202H;1;10,2;
1188;ESCADA;260520202H;2;0,4;
1189;ESCADA;260520202H;3;0;
1190;ESCADA;260520202H;4;0;
1191;ESCADA;260520202H;5;0;
1192;ESCADA;260520202H;6;0;
1193;ESCADA;260520202H;7;2,4;
1194;ESCADA;260520202H;8;0;
1195;ESCADA;260520202H;9;1;
1196;ESCADA;260520202H;10;0;
1197;ESCADA;260520202H;11;0;
1198;ESCADA;260520202H;12;0;
1199;ESCADA;260520202H;13;0,6;
1200;ESCADA;260520202H;14;0,2;
1201;ESCADA;260520202H;15;0;
1202;ESCADA;260520202H;16;0,6;
1203;ESCADA;260520202H;17;1;
1204;ESCADA;260520202H;18;2;
1205;ESCADA;260520202H;19;25;
1206;ESCADA;260520202H;20;0;
1207;ESCADA;260520202H;21;0,2;
1208;ESCADA;260520202H;22;6,2;
1209;ESCADA;260520202H;23;7,8;
1210;ESCADA;260520202H;24;0,6;
1211;ESCADA;260520202H;25;3,2;
1212;ESCADA;260520202H;26;14,6;
1213;ESCADA;260520202H;27;7,6;
1214;ESCADA;260520202H;28;8,2;
1215;ESCADA;260520202H;29;0,2;
1216;ESCADA;260520202H;30;0,2;
1217;ESCADA;260520202H;31;0,2;
1218;EXU;260530101C;7;0;
1219;EXU;260530101C;8;0;
1220;EXU;260530101C;9;0;
1221;EXU;260530101C;10;0;
1222;EXU;260530101C;11;0;
1223;EXU;260530101C;12;0;
1224;EXU;260530101C;13;0;
1225;EXU;260530101C;14;0;
1226;EXU;260530101C;15;0;
1227;EXU;260530101C;16;0;
1228;EXU;260530101C;17;0;
1229;EXU;260530101C;18;0;
1230;EXU;260530101C;19;0;
1231;EXU;260530101C;20;0,4;
1232;EXU;260530101C;21;0;
1233;EXU;260530101C;22;0;
1234;EXU;260530101C;23;0;
1235;EXU;260530101C;24;0;
1236;FLORESTA;260570701A;1;0;
1237;FLORESTA;260570701A;2;0;
1238;FLORESTA;260570701A;3;0;
1239;FLORESTA;260570701A;4;0;
1240;FLORESTA;260570701A;5;0;
1241;FLORESTA;260570701A;6;0;
1242;FLORESTA;260570701A;7;0;
1243;FLORESTA;260570701A;8;0;
1244;FLORESTA;260570701A;9;0;
1245;FLORESTA;260570701A;10;0;
1246;FLORESTA;260570701A;11;0;
1247;FLORESTA;260570701A;12;0;
1248;FLORESTA;260570701A;13;0;
1249;FLORESTA;260570701A;14;0;
1250;FLORESTA;260570701A;15;0;
1251;FLORESTA;260570701A;16;0;
1252;FLORESTA;260570701A;17;0;
1253;FLORESTA;260570701A;18;0;
